year_month,month_of_release,direction,citizenship,visa,country_of_residence,mean_estimate,standard_error,status
2017-08,2018-11,Arrivals,non-NZ,Visitor,Argentina,38,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Australia,34,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Austria,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Bahrain,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Bangladesh,7,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Belgium,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Belize,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Brazil,75,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Cambodia,11,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Canada,11,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Cayman Islands,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Chile,27,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,"China, People's Republic of",422,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Colombia,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Croatia,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Denmark,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Dominican Republic,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Ecuador,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Egypt,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Ethiopia,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Fiji,91,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,France,14,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,French Polynesia,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Germany,17,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Ghana,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Honduras,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Hong Kong (Special Administrative Region),19,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Hungary,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,India,407,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Indonesia,19,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Iran,7,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Iraq,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Ireland,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Israel,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Italy,7,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Japan,21,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Jordan,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Kenya,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,"Korea, Republic of",50,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Kuwait,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Kyrgyzstan,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Laos,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Latvia,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Macau (Special Administrative Region),1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Malawi,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Malaysia,40,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Malta,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Mauritius,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Mexico,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Myanmar,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Nepal,24,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Netherlands,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,New Caledonia,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,New Zealand,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Nigeria,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Not Stated,33,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Oman,7,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Pakistan,17,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Papua New Guinea,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Peru,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Philippines,157,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Poland,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Portugal,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Puerto Rico,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Qatar,6,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Russia,10,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Samoa,39,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,"Samoa, American",4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Saudi Arabia,9,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Senegal,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Serbia,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Singapore,15,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Solomon Islands,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Somalia,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,South Africa,139,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Spain,9,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Sri Lanka,31,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Sweden,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Switzerland,5,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Taiwan,9,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Thailand,14,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Tonga,44,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,TOTAL,2244,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Turkey,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Ukraine,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,United Arab Emirates,24,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,United Kingdom,102,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,United States of America,100,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Uruguay,6,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Viet Nam,27,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Visitor,Zambia,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Algeria,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Argentina,53,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Australia,100,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Austria,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Bangladesh,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Belarus,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Belgium,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Bosnia and Herzegovina,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Brazil,55,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Brunei Darussalam,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Bulgaria,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Burkina Faso,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Canada,68,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Cayman Islands,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Chile,16,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,"China, People's Republic of",230,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Colombia,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Cook Islands,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Costa Rica,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Croatia,8,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Cyprus,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,"Czech Republic (to Sep 2018), Czechia (from Oct 2018)",13,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Denmark,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Egypt,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Estonia,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Fiji,80,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Finland,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Former Yugoslav Republic of Macedonia (FYROM),2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,France,35,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,French Polynesia,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Germany,50,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Ghana,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Greece,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Guam,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Honduras,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Hong Kong (Special Administrative Region),6,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Hungary,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,India,117,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Indonesia,7,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Iran,5,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Ireland,36,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Israel,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Italy,5,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Japan,46,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Jordan,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Kiribati,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,"Korea, Republic of",40,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Kuwait,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Kyrgyzstan,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Macau (Special Administrative Region),1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Malaysia,15,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Mexico,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Moldova,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Montenegro,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Morocco,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Nepal,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Netherlands,9,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,New Caledonia,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,New Zealand,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Nigeria,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Norway,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Not Stated,107,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Oman,3,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Pakistan,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Papua New Guinea,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Peru,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Philippines,289,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Poland,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Qatar,10,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Romania,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Russia,13,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Samoa,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Saudi Arabia,36,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Serbia,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Singapore,39,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Slovakia,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Slovenia,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,South Africa,214,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Spain,7,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Sri Lanka,28,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Sweden,5,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Switzerland,8,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Taiwan,15,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Thailand,27,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Tonga,6,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,TOTAL,2472,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Turkey,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Ukraine,4,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,United Arab Emirates,37,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,United Kingdom,343,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,United States of America,149,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Uruguay,13,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Uzbekistan,1,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Vanuatu,2,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Viet Nam,22,0,Provisional
2017-08,2018-11,Arrivals,non-NZ,Work,Zimbabwe,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Australia,444,2,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Bolivia,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Cambodia,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Canada,8,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Egypt,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Fiji,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Germany,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Hong Kong (Special Administrative Region),2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Iran,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Japan,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,"Korea, Republic of",1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Laos,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Malaysia,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Netherlands,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Not Stated,26,1,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Poland,6,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Samoa,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Thailand,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,Tonga,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,TOTAL,527,3,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,United Arab Emirates,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,United Kingdom,13,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,NZ and Australian citizens,United States of America,6,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Australia,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Bahrain,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Canada,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,"China, People's Republic of",5,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Ecuador,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Hungary,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,India,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Indonesia,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Iran,5,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Japan,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Kazakhstan,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Kiribati,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Mexico,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Myanmar,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,New Zealand,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Not Stated,15,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Philippines,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Russia,1,1,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Samoa,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Saudi Arabia,13,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Singapore,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,South Africa,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Sri Lanka,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Tonga,4,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,TOTAL,101,1,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,United Arab Emirates,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,United Kingdom,15,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,United States of America,16,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Other,Viet Nam,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Afghanistan,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Argentina,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Australia,35,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Bahrain,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Bangladesh,5,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Bermuda,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Brazil,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Brunei Darussalam,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Cambodia,4,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Canada,11,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,"China, People's Republic of",186,1,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Croatia,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Cyprus,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Denmark,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Ecuador,7,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Estonia,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Fiji,19,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,France,7,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Germany,8,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Hong Kong (Special Administrative Region),4,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,India,44,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Indonesia,7,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Iran,10,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Ireland,8,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Israel,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Italy,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Jamaica,4,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Japan,4,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Jordan,7,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Kiribati,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,"Korea, Republic of",15,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Kyrgyzstan,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Laos,11,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Malaysia,24,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Myanmar,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Nepal,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Netherlands,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Nigeria,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Norway,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Not Stated,210,1,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Oman,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Pakistan,21,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Papua New Guinea,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Philippines,70,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Poland,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Qatar,12,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Romania,5,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Russia,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Samoa,141,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,"Samoa, American",3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Saudi Arabia,20,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Serbia,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Singapore,16,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Slovenia,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,South Africa,34,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Spain,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Sri Lanka,8,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Suriname,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Sweden,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Switzerland,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Taiwan,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Thailand,29,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Tonga,11,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,TOTAL,1214,2,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Turkey,3,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Tuvalu,9,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,United Arab Emirates,9,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,United Kingdom,105,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,United States of America,31,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Viet Nam,7,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Resident,Zimbabwe,6,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Argentina,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Australia,7,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Austria,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Bangladesh,5,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Belarus,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Botswana,1,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Brazil,49,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Cambodia,2,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Canada,9,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Chile,8,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,"China, People's Republic of",464,2,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,Colombia,45,0,Provisional
2017-09,2018-11,Arrivals,non-NZ,Student,"Congo, the Democratic Republic of the",1,0,Provisional
